label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
OPEN_PALM,0.0,0.0,0.0,-0.2754850387573242,-0.1261734962463379,-0.09803710877895355,-0.507343053817749,-0.335370272397995,-0.15817952156066895,-0.6865036487579346,-0.5091933608055115,-0.2147173285484314,-0.8490043878555298,-0.6119135022163391,-0.27224722504615784,-0.2925243377685547,-0.9262570142745972,-0.06377475708723068,-0.3742293119430542,-1.284407615661621,-0.13241280615329742,-0.4147454500198364,-1.5075767040252686,-0.20102766156196594,-0.44120466709136963,-1.7022749185562134,-0.25695139169692993,-0.12621836364269257,-0.9884936809539795,-0.08330045640468597,-0.1676913946866989,-1.3981915712356567,-0.1370772272348404,-0.19028978049755096,-1.65586519241333,-0.19586050510406494,-0.20713648200035095,-1.8726452589035034,-0.24540208280086517,0.03397481516003609,-0.9566420316696167,-0.12034571915864944,0.03141029551625252,-1.3388301134109497,-0.1834278553724289,0.016429757699370384,-1.5744268894195557,-0.23388001322746277,-0.0046562375500798225,-1.777696132659912,-0.2763238549232483,0.1880243867635727,-0.8494945764541626,-0.16863618791103363,0.2632295787334442,-1.1036335229873657,-0.22928032279014587,0.2928454279899597,-1.2800583839416504,-0.25877124071121216,0.30981573462486267,-1.447608470916748,-0.28282630443573
OPEN_PALM,0.0,0.0,0.0,-0.27132174372673035,0.2537848651409149,-0.13912618160247803,-0.5702929496765137,0.4234132170677185,-0.23380807042121887,-0.8148205876350403,0.5808639526367188,-0.32214441895484924,-1.000338077545166,0.7711884379386902,-0.4134337604045868,-0.8938120603561401,-0.26238182187080383,-0.11772216111421585,-1.2351256608963013,-0.3542718291282654,-0.22080256044864655,-1.4481277465820312,-0.4211502969264984,-0.3160078227519989,-1.6317191123962402,-0.4936501085758209,-0.3923581540584564,-0.8384996652603149,-0.5259770154953003,-0.142312690615654,-1.1905089616775513,-0.7411451935768127,-0.22993148863315582,-1.4144542217254639,-0.8737290501594543,-0.31467220187187195,-1.6120957136154175,-0.9882116317749023,-0.3826177418231964,-0.7055460810661316,-0.7176985144615173,-0.18827714025974274,-1.006537675857544,-0.9860722422599792,-0.2869223654270172,-1.2035086154937744,-1.135774850845337,-0.3606516718864441,-1.3911350965499878,-1.2537137269973755,-0.41796520352363586,-0.5122337341308594,-0.8532856106758118,-0.2483454793691635,-0.6553775668144226,-1.1567193269729614,-0.337804913520813,-0.7720665335655212,-1.3355730772018433,-0.3808644413948059,-0.896840512752533,-1.4836797714233398,-0.4140799939632416
OPEN_PALM,0.0,0.0,0.0,-0.16490475833415985,0.4212490916252136,-0.14901408553123474,-0.38711875677108765,0.7976124882698059,-0.24637331068515778,-0.5597003102302551,1.122857689857483,-0.33672279119491577,-0.6584276556968689,1.4311944246292114,-0.4301687180995941,-0.9362818002700806,0.3713069260120392,-0.12328437715768814,-1.3000322580337524,0.5237621665000916,-0.23687708377838135,-1.529058575630188,0.6127219796180725,-0.3393124043941498,-1.7299014329910278,0.6768726110458374,-0.41982999444007874,-0.9845972657203674,0.0972873866558075,-0.1452195942401886,-1.4051506519317627,0.16310133039951324,-0.24562132358551025,-1.6672134399414062,0.20777642726898193,-0.3385395109653473,-1.8956667184829712,0.24393534660339355,-0.4100060760974884,-0.9382681250572205,-0.17243704199790955,-0.1902717649936676,-1.3332637548446655,-0.1796591430902481,-0.3025355935096741,-1.5813108682632446,-0.15859122574329376,-0.38380181789398193,-1.8025836944580078,-0.12550821900367737,-0.4435810446739197,-0.8182269930839539,-0.4434480667114258,-0.24986572563648224,-1.0793507099151611,-0.6144896745681763,-0.3480229079723358,-1.261081576347351,-0.691678524017334,-0.39573168754577637,-1.4360979795455933,-0.7374128103256226,-0.4308790862560272
OPEN_PALM,0.0,0.0,0.0,-0.14066211879253387,-0.40955260396003723,-0.09878605604171753,-0.18611249327659607,-0.8456158638000488,-0.1478797346353531,-0.2164524793624878,-1.1770001649856567,-0.19387464225292206,-0.2743431031703949,-1.4288915395736694,-0.2396312952041626,0.33647748827934265,-1.0137048959732056,-0.04267982020974159,0.4986956715583801,-1.3502495288848877,-0.10232813656330109,0.6019178628921509,-1.5505419969558716,-0.16620105504989624,0.6955201029777527,-1.7115559577941895,-0.21947315335273743,0.5046975016593933,-0.8612281084060669,-0.0596136599779129,0.7130634784698486,-1.1913669109344482,-0.09987681359052658,0.8455684781074524,-1.3924496173858643,-0.15334805846214294,0.9596745371818542,-1.550053596496582,-0.20067311823368073,0.6166383028030396,-0.6435755491256714,-0.09622939676046371,0.8406357169151306,-0.9067254662513733,-0.15277914702892303,0.9747363924980164,-1.0665309429168701,-0.20073160529136658,1.0865626335144043,-1.2102314233779907,-0.2412600815296173,0.6810857653617859,-0.3761177659034729,-0.1445668637752533,0.8888818621635437,-0.47413715720176697,-0.20201244950294495,1.0182064771652222,-0.5625907778739929,-0.22880280017852783,1.1343390941619873,-0.6564779877662659,-0.25050196051597595
OPEN_PALM,0.0,0.0,0.0,-0.23803608119487762,-0.08609628677368164,-0.13776446878910065,-0.4510416090488434,-0.24748122692108154,-0.22799637913703918,-0.6119718551635742,-0.4019434452056885,-0.3078703284263611,-0.7708156108856201,-0.46920129656791687,-0.38826727867126465,-0.2685750126838684,-0.8947101831436157,-0.13065551221370697,-0.3808993399143219,-1.2488936185836792,-0.22682949900627136,-0.44393619894981384,-1.47324538230896,-0.31293877959251404,-0.48909980058670044,-1.6772515773773193,-0.38042861223220825,-0.11719036847352982,-0.9833239316940308,-0.13900364935398102,-0.1868348866701126,-1.4010436534881592,-0.2207946628332138,-0.22861850261688232,-1.6661200523376465,-0.29403841495513916,-0.2601982057094574,-1.9010779857635498,-0.3517009913921356,0.035401683300733566,-0.9680078029632568,-0.16553424298763275,0.011299865320324898,-1.36422598361969,-0.2510727643966675,-0.009936287999153137,-1.6150988340377808,-0.31389445066452026,-0.036828719079494476,-1.8353554010391235,-0.36217042803764343,0.19594398140907288,-0.8715569376945496,-0.20610232651233673,0.2608780562877655,-1.1333450078964233,-0.28293532133102417,0.28458863496780396,-1.3137835264205933,-0.32112017273902893,0.2919235825538635,-1.4866985082626343,-0.34955084323883057
OPEN_PALM,0.0,0.0,0.0,0.31182757019996643,-0.06560564786195755,-0.1214090958237648,0.5719484686851501,-0.2353457361459732,-0.1707724928855896,0.7833070158958435,-0.39780181646347046,-0.21301360428333282,0.9502387046813965,-0.48659947514533997,-0.25198689103126526,0.38342559337615967,-0.8914044499397278,-0.044553160667419434,0.5104771256446838,-1.2427808046340942,-0.09456102550029755,0.570610761642456,-1.4572879076004028,-0.15063953399658203,0.6192479729652405,-1.6393057107925415,-0.1919776201248169,0.2168443650007248,-0.9755900502204895,-0.034493427723646164,0.3254569470882416,-1.3693430423736572,-0.06235214322805405,0.38330113887786865,-1.6129664182662964,-0.10774078220129013,0.43331465125083923,-1.7964811325073242,-0.1439470648765564,0.04821362346410751,-0.967533528804779,-0.04259355738759041,0.11665219068527222,-1.3302624225616455,-0.07589246332645416,0.1720147281885147,-1.5383098125457764,-0.11449899524450302,0.22656990587711334,-1.6918867826461792,-0.1435353010892868,-0.12889364361763,-0.885003387928009,-0.06526299566030502,-0.13909479975700378,-1.1453880071640015,-0.09878990054130554,-0.1308801919221878,-1.317626953125,-0.11111105978488922,-0.10721265524625778,-1.4647552967071533,-0.1173943430185318
OPEN_PALM,0.0,0.0,0.0,0.3035105764865875,-0.03940068557858467,-0.15529119968414307,0.5602040886878967,-0.17457009851932526,-0.2382919192314148,0.7781305313110352,-0.29508569836616516,-0.31033098697662354,0.9715512990951538,-0.35473868250846863,-0.38110825419425964,0.39682161808013916,-0.8710312247276306,-0.12843583524227142,0.5270565748214722,-1.225203514099121,-0.21757254004478455,0.5944604277610779,-1.458965539932251,-0.29581791162490845,0.6463995575904846,-1.6656945943832397,-0.3538465201854706,0.22308465838432312,-0.9671596884727478,-0.12176547199487686,0.320320725440979,-1.3812187910079956,-0.19482161104679108,0.37438714504241943,-1.6496942043304443,-0.2646913230419159,0.4191097617149353,-1.8762551546096802,-0.31798332929611206,0.04323011636734009,-0.957604706287384,-0.1331043690443039,0.10825683921575546,-1.3444050550460815,-0.20836560428142548,0.1551440805196762,-1.581178903579712,-0.2701585590839386,0.20281469821929932,-1.7816439867019653,-0.3134302794933319,-0.14211750030517578,-0.8660513758659363,-0.1596366912126541,-0.1715744435787201,-1.148424506187439,-0.23162619769573212,-0.18181291222572327,-1.343185544013977,-0.26637816429138184,-0.17567729949951172,-1.5248308181762695,-0.28742775321006775
OPEN_PALM,0.0,0.0,0.0,0.2729913592338562,0.4015960693359375,-0.17296189069747925,0.5494775176048279,0.6749163866043091,-0.2619251608848572,0.8200535178184509,0.8996497988700867,-0.34828388690948486,1.0090757608413696,1.1163101196289062,-0.427813857793808,0.964218020439148,-0.12012331187725067,-0.014506652019917965,1.2771042585372925,-0.19969409704208374,-0.06282901763916016,1.4683074951171875,-0.27943873405456543,-0.12454231828451157,1.6176677942276,-0.3389873504638672,-0.17200812697410583,0.9079893231391907,-0.418967068195343,0.0032682137098163366,1.2485926151275635,-0.5977521538734436,-0.012566041201353073,1.4487918615341187,-0.7086184024810791,-0.047214996069669724,1.6260913610458374,-0.7868182063102722,-0.07843717932701111,0.7902555465698242,-0.6380243301391602,-0.01121931429952383,1.0730100870132446,-0.8629230856895447,-0.04716306924819946,1.2411341667175293,-0.9853461384773254,-0.08773547410964966,1.3834187984466553,-1.0677860975265503,-0.11874599754810333,0.6091112494468689,-0.8031111359596252,-0.04952200502157211,0.7470913529396057,-1.0711710453033447,-0.09339474886655807,0.8570992946624756,-1.2495979070663452,-0.11558859795331955,0.9633093476295471,-1.392354130744934,-0.12894222140312195
OPEN_PALM,0.0,0.0,0.0,0.26308947801589966,-0.21177443861961365,-0.07337262481451035,0.41687798500061035,-0.524541437625885,-0.14593596756458282,0.5743588209152222,-0.7550352811813354,-0.220768004655838,0.7056834101676941,-0.9402585625648499,-0.3062664568424225,0.22327516973018646,-1.0071734189987183,-0.17435085773468018,0.1486929953098297,-1.4181066751480103,-0.2983109951019287,0.0852741077542305,-1.6765990257263184,-0.38595592975616455,0.03343021869659424,-1.910974383354187,-0.4541628956794739,0.09072820097208023,-0.9685485363006592,-0.231671541929245,-0.021232223138213158,-1.435242772102356,-0.3620763421058655,-0.07926537096500397,-1.7418605089187622,-0.4611126184463501,-0.1287471503019333,-2.0182604789733887,-0.5342511534690857,-0.024976108223199844,-0.8133176565170288,-0.29253631830215454,-0.17150212824344635,-1.2384816408157349,-0.4150141179561615,-0.24038133025169373,-1.5091148614883423,-0.49035871028900146,-0.29547348618507385,-1.7645519971847534,-0.5447977781295776,-0.11121468991041183,-0.5768560767173767,-0.3576659560203552,-0.2935243248939514,-0.8125964403152466,-0.48255521059036255,-0.384914368391037,-0.9972617030143738,-0.5426489114761353,-0.461973637342453,-1.1960625648498535,-0.5809964537620544
OPEN_PALM,0.0,0.0,0.0,0.2717735171318054,-0.10732103139162064,-0.15507659316062927,0.48159846663475037,-0.3556381165981293,-0.2337758094072342,0.6508314609527588,-0.5788260102272034,-0.29955899715423584,0.8110685348510742,-0.730492889881134,-0.3652247190475464,0.2864675223827362,-0.9287944436073303,-0.15841159224510193,0.3574941158294678,-1.3034522533416748,-0.25713345408439636,0.3839610517024994,-1.5487806797027588,-0.333919882774353,0.39565011858940125,-1.7651441097259521,-0.39189356565475464,0.10762036591768265,-0.9816867709159851,-0.15716536343097687,0.14062952995300293,-1.4129400253295898,-0.24632172286510468,0.1550523340702057,-1.6931796073913574,-0.3172413110733032,0.15742754936218262,-1.9295471906661987,-0.36940234899520874,-0.06165529415011406,-0.9249281287193298,-0.17314869165420532,-0.07832182198762894,-1.314941644668579,-0.2640574276447296,-0.07240395992994308,-1.568633794784546,-0.32652395963668823,-0.059211742132902145,-1.798069953918457,-0.3694075644016266,-0.2233276069164276,-0.7851865887641907,-0.20371538400650024,-0.3118453025817871,-1.0585578680038452,-0.29215627908706665,-0.3524061441421509,-1.2527960538864136,-0.33571377396583557,-0.3693854510784149,-1.4493860006332397,-0.3632684051990509
FIST,0.0,0.0,0.0,-0.3976741433143616,-0.06785473972558975,-0.1610420048236847,-0.6916818618774414,-0.49830642342567444,-0.19374968111515045,-0.7668502926826477,-1.0103265047073364,-0.2227613925933838,-0.6866647005081177,-1.3532304763793945,-0.2108982503414154,-0.514850378036499,-0.9450520277023315,0.04337076470255852,-0.5805702805519104,-1.222327709197998,-0.14205068349838257,-0.5503371357917786,-0.8457738757133484,-0.2034483253955841,-0.5048050880432129,-0.809578537940979,-0.21887771785259247,-0.285430908203125,-0.9571438431739807,0.048861272633075714,-0.37397658824920654,-1.2023499011993408,-0.1575327068567276,-0.3742941915988922,-0.7199074625968933,-0.15883423388004303,-0.3187428116798401,-0.7642834782600403,-0.09814434498548508,-0.06855491548776627,-0.9194187521934509,0.00129223451949656,-0.1355389803647995,-1.1072165966033936,-0.2170284241437912,-0.1648743599653244,-0.6582332253456116,-0.13599561154842377,-0.11338266730308533,-0.7102000713348389,-0.01887071132659912,0.1610662341117859,-0.8737202882766724,-0.064546138048172,0.08517994731664658,-0.9621355533599854,-0.16535860300064087,0.043848950415849686,-0.6578272581100464,-0.10296033322811127,0.10485260933637619,-0.6590259671211243,-0.025667628273367882
FIST,0.0,0.0,0.0,-0.12129635363817215,-0.6416692137718201,-0.10792534053325653,-0.28662052750587463,-1.2135459184646606,-0.27878400683403015,-0.5464841723442078,-1.4729914665222168,-0.43252360820770264,-0.7512645721435547,-1.451809048652649,-0.5758529901504517,0.226074680685997,-1.2736507654190063,-0.45416367053985596,-0.4452287554740906,-1.4596631526947021,-0.6214250326156616,-0.5160213708877563,-1.1631015539169312,-0.6377981901168823,-0.36187198758125305,-1.027175784111023,-0.6544164419174194,0.17551851272583008,-0.8343093395233154,-0.5225966572761536,-0.6085262894630432,-1.093436360359192,-0.6854601502418518,-0.5915248990058899,-0.7792128324508667,-0.619744598865509,-0.3913975954055786,-0.7048615217208862,-0.5859966278076172,0.015344969928264618,-0.3966726064682007,-0.588505208492279,-0.7189539670944214,-0.6303409337997437,-0.707407534122467,-0.6373717784881592,-0.4097076654434204,-0.5786364674568176,-0.4158058762550354,-0.3534667491912842,-0.5109665989875793,-0.16925640404224396,0.0054405611008405685,-0.6634840369224548,-0.7058910727500916,-0.2046593576669693,-0.7802733182907104,-0.6253412961959839,-0.0948730856180191,-0.7351672053337097,-0.43094244599342346,-0.027113785967230797,-0.704210638999939
FIST,0.0,0.0,0.0,-0.3244408667087555,0.08905864506959915,-0.33302149176597595,-0.6977607607841492,0.17592476308345795,-0.5480858087539673,-0.7370534539222717,0.4660070240497589,-0.6939840316772461,-0.41117051243782043,0.5943988561630249,-0.7845414876937866,-0.6192435026168823,-0.7706916928291321,-0.5499129295349121,-0.6013152599334717,0.06916114687919617,-0.748919665813446,-0.560372531414032,0.1946200430393219,-0.7968648076057434,-0.5297309160232544,0.0019478880567476153,-0.8245392441749573,-0.2275318056344986,-0.8437150120735168,-0.48616823554039,-0.16656382381916046,0.37673383951187134,-0.6675850749015808,-0.22602303326129913,0.2600376009941101,-0.635244607925415,-0.2684749662876129,-0.12012150138616562,-0.5932983160018921,0.14705486595630646,-0.7283073663711548,-0.44120144844055176,0.1819337010383606,0.4199235737323761,-0.5844026207923889,0.05762382224202156,0.2668100595474243,-0.41016703844070435,-0.0035360250622034073,-0.11534270644187927,-0.2529278099536896,0.44973844289779663,-0.5315532088279724,-0.44368645548820496,0.42831775546073914,0.2764644920825958,-0.6207310557365417,0.3314776122570038,0.15576127171516418,-0.5813283324241638,0.29272782802581787,-0.16279537975788116,-0.4881401062011719
FIST,0.0,0.0,0.0,-0.10321597754955292,0.37057480216026306,-0.31950855255126953,-0.21356447041034698,0.7944039702415466,-0.5548900961875916,-0.2368910312652588,1.0134854316711426,-0.7364031672477722,-0.167876735329628,0.7013598680496216,-0.8669779896736145,-0.9903997182846069,0.4008483588695526,-0.43999582529067993,-0.49522140622138977,0.7141326665878296,-0.653145432472229,-0.2954294979572296,0.6492302417755127,-0.7298325300216675,-0.403273344039917,0.509920597076416,-0.780900776386261,-0.9193897843360901,-0.05046670138835907,-0.39007794857025146,-0.2756800949573517,0.3174958825111389,-0.5896096229553223,-0.14953598380088806,0.3054903447628021,-0.5900267958641052,-0.3623153567314148,0.2010033279657364,-0.5770635604858398,-0.7356969714164734,-0.44205236434936523,-0.36808547377586365,-0.11923976242542267,-0.0913759097456932,-0.5361377000808716,-0.05728178098797798,-0.02871992252767086,-0.44148463010787964,-0.25101977586746216,-0.09750430285930634,-0.3605877459049225,-0.5134158730506897,-0.7501949667930603,-0.3842252194881439,-0.062311120331287384,-0.43914666771888733,-0.5046314597129822,-0.018514936789870262,-0.3580611050128937,-0.4797707200050354,-0.16282431781291962,-0.40981584787368774,-0.4377654492855072
